Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
972 Picheloup Pl,972 Picheloup Pl,Short Term Rental Residential Owner,1,2,05/11/2023 11:59:59 PM,"(29.9812440897811, -90.0924339365308)",3673683.76,540798.74
828 Girod St Apt 505,828 Girod St Apt 505,Short Term Rental Commercial Owner,3,6,05/11/2023 11:59:59 PM,"(29.9476729941164, -90.0733384700212)",3679863.1,528657
828 Girod St Apt 605,828 Girod St Apt 605,Short Term Rental Commercial Owner,3,6,05/12/2023 11:59:59 PM,"(29.9476686570945, -90.0733220727844)",3679868.31,528655.48
223 S Broad St,223 S Broad St,Short Term Rental Commercial Owner,5,10,03/30/2023 11:59:59 PM,"(29.9643143433615, -90.0887446066836)",3674918.57,534655.1
1322 Governor Nicholls St,1322 Governor Nicholls St,Short Term Rental Residential Owner,1,2,05/12/2023 11:59:59 PM,"(29.9661285036008, -90.0670977838408)",3681765.23,535389.89
2640 St Ann St,2640 St Ann St,Short Term Rental Residential Owner,1,2,05/09/2023 11:59:59 PM,"(29.970884728751, -90.0819161362029)",3677054.55,537067.89
3663 Tchoupitoulas St,3663 Tchoupitoulas St,Short Term Rental Commercial Owner,2,4,05/12/2023 11:59:59 PM,"(29.9179985596601, -90.0918969398859)",3674102.93,517802.14
710 Baronne St Apt 206,710 Baronne St Apt 206,Short Term Rental Commercial Owner,3,6,05/12/2023 11:59:59 PM,"(29.9475841852321, -90.0735986233234)",3679781.07,528623.8
828 Girod St Apt 502,828 Girod St Apt 502,Short Term Rental Commercial Owner,3,6,05/11/2023 11:59:59 PM,"(29.9477188031456, -90.0733234921454)",3679867.66,528673.71
4221 Prytania St 2B,4221 Prytania St 2B,Short Term Rental Residential Owner,2,4,05/10/2023 11:59:59 PM,"(29.9252826602672, -90.1002624266296)",3671424.46,520422.29
710 Baronne St Apt 207,710 Baronne St Apt 207,Short Term Rental Commercial Owner,3,6,05/12/2023 11:59:59 PM,"(29.9475786398886, -90.0735795256619)",3679787.14,528621.85
2822 First St,2822 First St,Short Term Rental Residential Owner,2,4,05/08/2023 11:59:59 PM,"(29.9429614389938, -90.0904124572707)",3674474.71,526884.65
7022 Colapissa St,7022 Colapissa St,Short Term Rental Residential Owner,1,2,05/08/2023 11:59:59 PM,"(29.9566916814294, -90.1099468390455)",3668234.97,531810.91
828 Girod St Apt 506,828 Girod St Apt 506,Short Term Rental Commercial Owner,2,4,05/11/2023 11:59:59 PM,"(29.947657236472, -90.0733470686662)",3679860.44,528651.24
1429 N Claiborne Ave Apt G,1429 N Claiborne Ave Apt G,Short Term Rental Commercial Owner,1,2,11/15/2023 11:59:59 PM,"(29.970292536702, -90.0686073752641)",3681270.55,536898.81
3424 Bienville Ave,3424 Bienville Ave,Short Term Rental Commercial Owner,3,6,05/11/2023 11:59:59 PM,"(29.9721493499041, -90.0934229570652)",3673406.45,537488.15
4221 Prytania St 2A,4221 Prytania St 2A,Short Term Rental Residential Owner,2,4,05/10/2023 11:59:59 PM,"(29.9252826602672, -90.1002624266296)",3671424.46,520422.29
4720 Laurel St,4720 Laurel St,Short Term Rental Residential Owner,2,4,05/12/2023 11:59:59 PM,"(29.918338314667, -90.1053754430927)",3669831.97,517879.68
828 Girod St Apt 504,828 Girod St Apt 504,Short Term Rental Commercial Owner,3,6,05/11/2023 11:59:59 PM,"(29.9476920583311, -90.0733334294844)",3679864.62,528663.95
828 Girod St Apt 306,828 Girod St Apt 306,Short Term Rental Commercial Owner,2,4,05/12/2023 11:59:59 PM,"(29.947665321018, -90.0733843546208)",3679848.6,528654.05
3525 Marigny St,3525 Marigny St,Short Term Rental Residential Owner,2,4,05/09/2023 11:59:59 PM,"(29.9945915120626, -90.0573394305239)",3684739.66,545774.39
3015 Jefferson Ave,3015 Jefferson Ave,Short Term Rental Residential Owner,1,2,05/08/2023 11:59:59 PM,"(29.9419475757181, -90.1091848941281)",3668533.52,526451.97
413 Opelousas Ave Apt 202,413 Opelousas Ave Apt 202,Short Term Rental Residential Owner,2,4,05/08/2023 11:59:59 PM,"(29.9484257453455, -90.0519048666346)",3686647.6,529006
4221 Prytania St 1B,4221 Prytania St 1B,Short Term Rental Residential Owner,2,4,05/10/2023 11:59:59 PM,"(29.9252826602672, -90.1002624266296)",3671424.46,520422.29
823 Poland Ave,823 Poland Ave,Short Term Rental Residential Owner,2,4,05/31/2023 11:59:59 PM,"(29.9620458128973, -90.0321144051898)",3692858.51,534029.37
3930 Burgundy St,3930 Burgundy St,Short Term Rental Commercial Owner,5,10,11/13/2023 11:59:59 PM,"(29.9634608280821, -90.0366892025925)",3691404.16,534527.5
828 Girod St Apt 405,828 Girod St Apt 405,Short Term Rental Commercial Owner,3,6,05/11/2023 11:59:59 PM,"(29.9476779886724, -90.0733603534833)",3679856.15,528658.74
3042 St Claude Ave B,3042 St Claude Ave B,Short Term Rental Commercial Owner,2,4,04/04/2023 11:59:59 PM,"(29.9675748910944, -90.0450032547841)",3688754.88,535993.83
4624 Orleans Ave,4624 Orleans Ave,Short Term Rental Residential Owner,3,6,05/12/2023 11:59:59 PM,"(29.9834496111393, -90.1021014449703)",3670614.67,541567.74
339 Carondelet St Apt 3D,339 Carondelet St Apt 3D,Short Term Rental Commercial Owner,1,2,10/11/2023 11:59:59 PM,"(29.9510922469741, -90.0716785218728)",3680375.08,529906.15
2529 Burgundy St Apt B,2529 Burgundy St Apt B,Short Term Rental Residential Owner,2,4,05/08/2023 11:59:59 PM,"(29.9671623891482, -90.051189408768)",3686797.93,535821.86
2709 Magnolia St,2709 Magnolia St,Short Term Rental Residential Owner,3,6,05/12/2023 11:59:59 PM,"(29.9405484665825, -90.0922867678635)",3673890.63,526000.77
1812 Carondelet St Unit 1,1812 Carondelet St Unit 1,Short Term Rental Commercial Owner,3,6,01/03/2024 11:59:59 PM,"(29.936869242871, -90.0788701951062)",3678154.33,524709.14
1539 N Prieur St,1539 N Prieur St,Short Term Rental Residential Owner,3,6,05/11/2023 11:59:59 PM,"(29.9736799789871, -90.0693607449079)",3681018.44,538127.98
828 Girod St Apt 606,828 Girod St Apt 606,Short Term Rental Commercial Owner,2,4,05/12/2023 11:59:59 PM,"(29.9476536297664, -90.0733293991008)",3679866.05,528649.99
647 S Tonti St,647 S Tonti St,Short Term Rental Commercial Owner,5,10,08/03/2023 11:59:59 PM,"(29.9582968222826, -90.0885996425517)",3674988.24,532467.4
3468 Esplanade Ave,3468 Esplanade Ave,Short Term Rental Residential Owner,3,6,01/04/2024 11:59:59 PM,"(29.9827992725548, -90.0884137419672)",3674950.3,541378.07
3711 Ulloa St,3711 Ulloa St,Short Term Rental Commercial Owner,3,6,01/15/2023 11:59:59 PM,"(29.9671043985957, -90.1015408228297)",3670856.04,535625.89
2637 St Ann St,2637 St Ann St,Short Term Rental Residential Owner,2,4,05/12/2023 11:59:59 PM,"(29.9710112963906, -90.0816543821194)",3677136.92,537114.82
2013 Sixth St,2013 Sixth St,Short Term Rental Residential Owner,2,4,01/03/2024 11:59:59 PM,"(29.9338510463924, -90.0899311079616)",3674663.1,523573.43
2900 S Saratoga St,2900 S Saratoga St,Short Term Rental Residential Owner,1,2,05/10/2023 11:59:59 PM,"(29.9342046282006, -90.0904361083713)",3674501.76,523700.27
430 Bouny St Unit B,430 Bouny St Unit B,Short Term Rental Residential Owner,2,4,06/27/2023 11:59:59 PM,"(29.9507924738761, -90.0536533060611)",3686084.3,529860.44
828 Girod St Apt 301,828 Girod St Apt 301,Short Term Rental Commercial Owner,3,6,05/12/2023 11:59:59 PM,"(29.9477424538271, -90.0733608973517)",3679855.72,528682.18
3024 Napoleon Ave Apt A,3024 Napoleon Ave Apt A,Short Term Rental Residential Owner,1,2,08/02/2023 11:59:59 PM,"(29.9410367790728, -90.1038499177958)",3670226.65,526138.86
1312 Mandeville St,1312 Mandeville St,Short Term Rental Residential Owner,1,2,10/27/2023 12:39:46 PM,"(29.9710431611057, -90.0546836768864)",3685675.84,537220.69
3052 N Miro St,3052 N Miro St,Short Term Rental Residential Owner,2,4,07/31/2023 11:59:59 PM,"(29.9789461373035, -90.0412960806293)",3689882,540142.05
2028-30 IBERVILLE LLC,2028-30 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
1326 Franklin Ave,1326 Franklin Ave,Short Term Rental Commercial Owner,1,2,10/12/2023 11:59:59 PM,"(29.9715211431749, -90.0497207671651)",3687245.17,537412.07
2530 Governor Nicholls St,2530 Governor Nicholls St,Short Term Rental Residential Owner,1,2,05/06/2023 11:59:59 PM,"(29.9731619360918, -90.0775911144672)",3678414.8,537910.95
115 David St,115 David St,Short Term Rental Commercial Owner,3,6,01/01/2024 11:59:59 PM,"(29.9756485236457, -90.101160583474)",3670943.02,538734.16
1520 Richland Rd,1520 Richland Rd,Short Term Rental Residential Owner,1,2,05/12/2023 11:59:59 PM,"(29.9385874315924, -90.0160407990678)",3698045.99,525557.24
114 Atlantic Ave,114 Atlantic Ave,Short Term Rental Commercial Owner,4,8,01/04/2024 11:59:59 PM,"(29.954212074992, -90.0446844076652)",3688910.48,531135.76
939 Jackson Ave,939 Jackson Ave,Short Term Rental Residential Owner,3,6,01/04/2024 11:59:59 PM,"(29.9288147036489, -90.0756987039474)",3679190.93,521791.23
3709 Ulloa St,3709 Ulloa St,Short Term Rental Commercial Owner,4,8,01/15/2023 11:59:59 PM,"(29.9670838149049, -90.1015099669304)",3670865.89,535618.51
8312 S Claiborne Ave,8312 S Claiborne Ave,Short Term Rental Residential Owner,3,6,06/28/2023 11:59:59 PM,"(29.9573851069737, -90.1227942320741)",3664164.16,532019.86
1822 St Andrew St,1822 St Andrew St,Short Term Rental Commercial Owner,5,10,06/26/2023 11:59:59 PM,"(29.9377043602935, -90.0811792911747)",3677419.69,525004.82
7410 Seven Oaks Rd,7410 Seven Oaks Rd,Short Term Rental Residential Owner,3,6,06/29/2023 11:59:59 PM,"(30.0473009052229, -89.96887668026)",3712512.36,565264.09
2060 St Denis St,2060 St Denis St,Short Term Rental Residential Owner,3,6,06/29/2023 11:59:59 PM,"(29.9956127615236, -90.0619595984589)",3683273.12,546129.5
2421 Chartres St,2421 Chartres St,Short Term Rental Residential Owner,2,4,10/30/2023 05:03:48 PM,"(29.9638701455647, -90.0534548392164)",3686094.03,534616.66
111 S Salcedo St,111 S Salcedo St,Short Term Rental Residential Owner,1,2,08/02/2023 11:59:59 PM,"(29.9679277329307, -90.0917975505273)",3673937.69,535958.58
334 Carondelet St Unit 201,334 Carondelet St Unit 201,Short Term Rental Commercial Owner,3,6,08/02/2023 11:59:59 PM,"(29.9510483574623, -90.0712914469217)",3680497.83,529891.54
3112 Octavia St,3112 Octavia St,Short Term Rental Residential Owner,1,2,08/04/2023 11:59:59 PM,"(29.9438452662446, -90.1101700394508)",3668214.16,527138.71
2331 Dumaine St,2331 Dumaine St,Short Term Rental Residential Owner,3,6,01/19/2024 12:03:35 PM,"(29.9697634604428, -90.0778952230312)",3678332.06,536674.08
2303 Leonidas St,2303 Leonidas St,Short Term Rental Residential Owner,5,10,01/02/2024 12:00:00 AM,"(29.9584120437792, -90.1256476522642)",3663256.69,532383.76
1116 Barracks St,1116 Barracks St,Short Term Rental Residential Owner,2,4,08/04/2023 11:59:59 PM,"(29.9655416254307, -90.0646591284958)",3682539.72,535185.02
939 Hillary St,939 Hillary St,Short Term Rental Residential Owner,3,6,01/05/2024 11:59:59 PM,"(29.9424750578576, -90.1272476072539)",3662811.07,526583.12
2639 St Ann St,2639 St Ann St,Short Term Rental Residential Owner,3,6,05/12/2023 11:59:59 PM,"(29.9710241551809, -90.0816850162612)",3677127.17,537119.39
1214 Mazant St A,1214 Mazant St A,Short Term Rental Residential Owner,3,6,07/31/2023 11:59:59 PM,"(29.9667346733262, -90.0342239170091)",3692171.24,535726.83
2724 Bell St Apt 3,2724 Bell St Apt 3,Short Term Rental Residential Owner,1,2,10/06/2023 09:07:39 AM,"(29.976380659346, -90.0804190902159)",3677506.67,539071.6
8114 Breakwater Dr,8114 Breakwater Dr,Short Term Rental Commercial Owner,2,4,07/31/2023 11:59:59 PM,"(30.0284243382504, -90.1162569486821)",3665959.8,557874.53
3912 Hamilton St,3912 Hamilton St,Short Term Rental Residential Owner,2,4,08/04/2023 11:59:59 PM,"(29.9736738707852, -90.1171965393195)",3665873.8,537961.86
1310 Touro St,1310 Touro St,Short Term Rental Residential Owner,2,4,07/29/2023 11:59:59 PM,"(29.9707025092532, -90.0595574506496)",3684134.16,537079.63
327 Newton St,327 Newton St,Short Term Rental Residential Owner,1,2,01/29/2024 11:59:59 PM,"(29.9452771909151, -90.0526512660934)",3686424.03,527858.43
12930 Parlange Ct,12930 Parlange Ct,Short Term Rental Residential Owner,3,6,06/28/2023 11:59:59 PM,"(30.0542958977292, -89.9549704006019)",3716881.14,567860.39
1325 Nunez St,1325 Nunez St,Short Term Rental Residential Owner,3,6,06/27/2023 11:59:59 PM,"(29.9417025263777, -90.0508936196543)",3686995.2,526564.78
2301 Royal St,2301 Royal St,Short Term Rental Residential Owner,1,2,06/27/2023 11:59:59 PM,"(29.9647519123932, -90.0551278280699)",3685560.74,534931.39
1682 Jefferson Ave,1682 Jefferson Ave,Short Term Rental Residential Owner,1,2,06/24/2023 11:59:59 PM,"(29.9303701733476, -90.1126990852311)",3667465.43,522230.12
828 Girod St Apt 401,828 Girod St Apt 401,Short Term Rental Commercial Owner,3,6,05/12/2023 11:59:59 PM,"(29.9477380315426, -90.0733355962519)",3679863.75,528680.66
225 Vallette St,225 Vallette St,Short Term Rental Residential Owner,2,4,06/28/2023 11:59:59 PM,"(29.9538776915858, -90.0490149349868)",3687540.55,530998.77
828 Girod St Apt 602,828 Girod St Apt 602,Short Term Rental Commercial Owner,3,6,05/11/2023 11:59:59 PM,"(29.9477138756904, -90.073305744514)",3679873.3,528671.98
301 Magazine St Apt 302,301 Magazine St Apt 302,Short Term Rental Commercial Owner,2,4,11/17/2023 11:59:59 PM,"(29.9504631185051, -90.0678600623513)",3681586.79,529690.71
1028 Octavia St,1028 Octavia St,Short Term Rental Residential Owner,2,4,10/10/2023 11:38:41 AM,"(29.9238642456253, -90.1154564861383)",3666617.21,519855.03
828 Girod St Apt 406,828 Girod St Apt 406,Short Term Rental Commercial Owner,2,4,05/11/2023 11:59:59 PM,"(29.9476617333656, -90.0733686742093)",3679853.58,528652.8
1611 Audubon St,1611 Audubon St,Short Term Rental Residential Owner,1,2,06/30/2023 11:59:59 PM,"(29.9451459243874, -90.1193295291261)",3665308.41,527580.83
5630 St Roch Ave,5630 St Roch Ave,Short Term Rental Residential Owner,3,6,06/26/2023 11:59:59 PM,"(30.0164702656981, -90.0561768923321)",3685018.96,553734.46
3103 Milan St,3103 Milan St,Short Term Rental Residential Owner,3,6,06/28/2023 11:59:59 PM,"(29.9416686428485, -90.1011306604041)",3671085.37,526377.88
1931 Sophie Wright Pl,1931 Sophie Wright Pl,Short Term Rental Commercial Owner,2,4,06/30/2023 11:59:59 PM,"(29.9314830796422, -90.074662775542)",3679508.39,522765.15
2008 Oretha Castle Haley Blvd,2008 Oretha Castle Haley Blvd,Short Term Rental Commercial Owner,5,10,09/21/2023 11:59:59 PM,"(29.9378523622051, -90.0815401948254)",3677304.8,525057.39
500 Jackson Ave,500 Jackson Ave,Short Term Rental Commercial Owner,2,4,09/25/2023 11:59:59 PM,"(29.9246784606535, -90.0727091340992)",3680154.39,520297.55
710 Baronne St Apt 204,710 Baronne St Apt 204,Short Term Rental Commercial Owner,3,6,05/12/2023 11:59:59 PM,"(29.9475928918522, -90.0736348277753)",3679769.57,528626.84
2809 Fourth St,2809 Fourth St,Short Term Rental Commercial Owner,2,4,05/12/2023 11:59:59 PM,"(29.9415334295659, -90.0924818134477)",3673824.98,526358.27
"1529 Robert C Blakes, SR Dr","1529 Robert C Blakes, SR Dr",Short Term Rental Commercial Owner,3,6,01/03/2024 11:59:59 PM,"(29.9392730563105, -90.0773005046895)",3678641.89,525588.7
3011 Bienville Ave,3011 Bienville Ave,Short Term Rental Residential Owner,2,4,12/20/2023 04:00:57 PM,"(29.9697016931121, -90.0891651604118)",3674764.14,536612.7
443 Philip St,443 Philip St,Short Term Rental Commercial Owner,3,6,11/16/2023 11:59:59 PM,"(29.9236939774517, -90.0730612629789)",3680046.79,519938.33
334 Carondelet St Unit 406,334 Carondelet St Unit 406,Short Term Rental Commercial Owner,1,2,06/27/2023 11:59:59 PM,"(29.950922614197, -90.0711868378846)",3680531.46,529846.18
4634 Clara St,4634 Clara St,Short Term Rental Residential Owner,1,2,06/27/2023 11:59:59 PM,"(29.9377964815121, -90.1064501202724)",3669415.78,524951.74
339 Carondelet St Apt 3E,339 Carondelet St Apt 3E,Short Term Rental Commercial Owner,1,2,10/11/2023 11:59:59 PM,"(29.9510989674852, -90.0717025631216)",3680367.44,529908.51
2125 Josephine St,2125 Josephine St,Short Term Rental Residential Owner,2,4,06/25/2023 11:59:59 PM,"(29.9394874516221, -90.0835934439949)",3676648.03,525644.87
4618 Eastern St,4618 Eastern St,Short Term Rental Residential Owner,3,6,06/28/2023 11:59:59 PM,"(30.0059264455247, -90.0468340893122)",3688018.63,549933.39
2221 Felicity St,2221 Felicity St,Short Term Rental Residential Owner,2,4,06/29/2023 11:59:59 PM,"(29.9420756257132, -90.0839684241759)",3676519.01,526584.73
2251 Urquhart St,2251 Urquhart St,Short Term Rental Residential Owner,3,6,07/31/2023 11:59:59 PM,"(29.9707630338322, -90.0552230768485)",3685506.2,537116.92
4320 D'hemecourt St,4320 D'hemecourt St,Short Term Rental Residential Owner,3,6,08/04/2023 11:59:59 PM,"(29.9721734770562, -90.1076093383604)",3668914.92,537448.6
710 Baronne St Apt 201,710 Baronne St Apt 201,Short Term Rental Commercial Owner,3,6,05/12/2023 11:59:59 PM,"(29.9476064212803, -90.0736778552943)",3679755.89,528631.61
2036-38 IBERVILLE,2036-38 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
828 Girod St Apt 403,828 Girod St Apt 403,Short Term Rental Commercial Owner,3,6,05/12/2023 11:59:59 PM,"(29.9477077109709, -90.0733483260036)",3679859.84,528669.59
1668 N Claiborne Ave,1668 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,11/14/2023 11:59:59 PM,"(29.9727811075964, -90.0638397396732)",3682769.99,537820.44
PIERRE COULON GUEST HOUSE,712-14 SPAIN ST,4703 - BED & BREAKFAST INNS,,,,,,
1026 Pacific Ave,1026 Pacific Ave,Short Term Rental Residential Owner,2,4,01/05/2024 11:59:59 PM,"(29.9448430831954, -90.0462323248758)",3688458.59,527723.35
1900 Cadiz St Apt 2A,1900 Cadiz St Apt 2A,Short Term Rental Commercial Owner,3,6,04/25/2023 11:59:59 PM,"(29.9294729235652, -90.1048957994517)",3669940.5,521930.26
5515 Tchoupitoulas St,5515 Tchoupitoulas St,Short Term Rental Commercial Owner,2,4,05/09/2023 11:59:59 PM,"(29.9165608972751, -90.1177110155308)",3665931.25,517191.68
1629 Toledano St Unit 102,1629 Toledano St Unit 102,Short Term Rental Residential Owner,1,2,06/28/2023 11:59:59 PM,"(29.9295196567876, -90.0904545756832)",3674514.39,521996.58
900 Bartholomew St Unit 320,900 Bartholomew St Unit 320,Short Term Rental Commercial Owner,1,2,06/29/2023 11:59:59 PM,"(29.9637255576097, -90.036386482271)",3691498.92,534624.85
828 Girod St Apt 601,828 Girod St Apt 601,Short Term Rental Commercial Owner,3,6,05/11/2023 11:59:59 PM,"(29.9477311054707, -90.0732986745786)",3679875.47,528678.27
3721 Palmyra St,3721 Palmyra St,Short Term Rental Residential Owner,1,2,06/28/2023 11:59:59 PM,"(29.9706088374517, -90.0986911074066)",3671744.58,536909.95
900 Bartholomew St Unit 507,900 Bartholomew St Unit 507,Short Term Rental Commercial Owner,2,4,11/14/2023 11:59:59 PM,"(29.963618532429, -90.0361860903944)",3691562.81,534586.65
828 Girod St Apt 404,828 Girod St Apt 404,Short Term Rental Commercial Owner,3,6,05/12/2023 11:59:59 PM,"(29.9476922488172, -90.0733533210564)",3679858.32,528663.95
4349 Sybil St,4349 Sybil St,Short Term Rental Residential Owner,1,2,06/26/2023 11:59:59 PM,"(30.0022876654324, -90.0748459468064)",3679167.59,548511.73
3314 Carondelet St,3314 Carondelet St,Short Term Rental Residential Owner,3,6,09/11/2023 09:02:58 AM,"(29.9294552567188, -90.0910868791865)",3674314.37,521970.99
1684 N Claiborne Ave,1684 N Claiborne Ave,Short Term Rental Residential Owner,2,4,01/05/2024 11:59:59 PM,"(29.972648230284, -90.0633981572711)",3682910.33,537773.67
828 Girod St Apt 302,828 Girod St Apt 302,Short Term Rental Commercial Owner,3,6,05/12/2023 11:59:59 PM,"(29.9477269508728, -90.0733645034984)",3679854.64,528676.53
3915 Elysian Fields Ave,3915 Elysian Fields Ave,Short Term Rental Residential Owner,3,6,01/16/2024 03:04:05 PM,"(29.9983460195327, -90.0587087901549)",3684291.03,547134.85
4000 Delgado Dr,4000 Delgado Dr,Short Term Rental Residential Owner,2,4,05/10/2023 11:59:59 PM,"(29.9811547591672, -90.091855339705)",3673867.28,540768.24
